subject,pe,se,lz,hjorth_mob,hjorth_cplx,p300,dataset
sub-012,0.47529489888444904,0.1047651003380625,0.2831215535335676,0.06076307124998709,2.3223592825226613,6.175363600280842e-06,primary
sub-012,0.4957321959053476,0.1468125589242246,0.33030847912249556,0.08207219042507427,1.4893103872451225,-6.5582772816284786e-06,primary
sub-012,0.48069000244413135,0.29521109461593875,0.23593462794463968,0.09025409207419471,1.5646256466331359,3.3221857120656124e-06,primary
sub-012,0.4757063048246086,0.13839104133430807,0.18874770235571173,0.05336471709393181,1.7467258395706022,5.366253805059022e-06,primary
sub-012,0.4790114421500386,0.19474784185984056,0.18874770235571173,0.05679392152314545,1.839259715831988,5.143319326363475e-06,primary
sub-012,0.4529584335419357,0.16914346441339967,0.37749540471142345,0.06817149350913779,1.6192480676628358,8.903788746805485e-06,primary
sub-012,0.4940844122955829,0.16842805891843796,0.23593462794463968,0.060709137898226906,2.230221773899609,1.0545699779465978e-05,primary
sub-012,0.4539763448066385,0.2684770926157309,0.23593462794463968,0.08112180019316348,1.3266548233838757,1.13456803701583e-06,primary
sub-012,0.5064606535216021,0.2333477214884514,0.23593462794463968,0.08801116194841567,1.5670153422231192,4.3437200644449077e-07,primary
sub-012,0.479211319363684,0.14426142617229457,0.18874770235571173,0.06169841520976031,1.7312623713489488,-6.729370933962073e-07,primary
sub-012,0.4397690881679074,0.14641182621030027,0.18874770235571173,0.0504488713498864,1.9908296795594382,3.987461669860123e-06,primary
sub-012,0.4436219460638771,0.2068137599758651,0.23593462794463968,0.06585905916558818,1.525392339818246,4.691530239665852e-06,primary
sub-012,0.4851990636184406,0.3268775811337877,0.2831215535335676,0.09471443804688558,1.412301265313209,-1.5339828043076076e-06,primary
sub-012,0.45013092915162434,0.1511344818813168,0.18874770235571173,0.053309538785721075,2.678810927438909,4.146611545979519e-06,primary
sub-012,0.45143157239063475,0.11778303565638351,0.23593462794463968,0.049320937030970576,2.3660876851299717,6.485156648674763e-06,primary
sub-012,0.49362121162026323,0.2643676995966712,0.33030847912249556,0.087793756764972,1.141359596627152,-3.4609025717914374e-06,primary
sub-012,0.5179898458198989,0.14646177292624601,0.23593462794463968,0.09142618159868783,1.3089919210245988,4.891854982912265e-06,primary
sub-012,0.45892480177209194,0.1331545318701094,0.2831215535335676,0.054962059914124534,2.4137589559348887,4.308330565499333e-06,primary
sub-012,0.46620989335641017,0.23490956600308127,0.23593462794463968,0.06734437382479487,1.6402745547068984,3.505797745271995e-06,primary
sub-012,0.4439709801503181,0.12489327383888818,0.23593462794463968,0.0539914062061367,1.2477606469670024,4.023407172252573e-06,primary
sub-012,0.49362121162026323,0.3045355432167385,0.2831215535335676,0.09412870821033432,1.2107503290812536,3.1037600417980177e-06,primary
sub-012,0.4437657767900018,0.0920693636282274,0.1415607767667838,0.03703989776640008,4.107308452083125,-9.227514300636952e-07,primary
sub-012,0.4073358543030059,0.13855980437441673,0.23593462794463968,0.07380061792020824,1.4276682461864347,5.575672427662143e-06,primary
sub-012,0.49321869878876984,0.22077855218271186,0.2831215535335676,0.06925924911246371,1.4703652606944315,-1.2512131649136028e-06,primary
sub-012,0.5166109302551628,0.33042992216525036,0.47186925588927936,0.11276051914744005,1.325281549423874,4.088045605582644e-06,primary
sub-012,0.5000411455637956,0.17822186392269806,0.18874770235571173,0.07549406817043691,1.3714125245682949,1.1356024113677398e-05,primary
sub-012,0.46949737481808307,0.33761140515146776,0.2831215535335676,0.09806659893279776,1.1999771924261566,1.1805582538739409e-05,primary
sub-012,0.5119071047926278,0.28916201944381914,0.2831215535335676,0.10167767784909697,1.193788750600603,1.0783576699004958e-05,primary
sub-012,0.5265766378515008,0.19705187366001958,0.33030847912249556,0.08075388097589498,1.8552128986210608,6.502994400195013e-06,primary
